Nombre,Cargo,Departamento,Facultad,Perfil,Formacion_Academica,URL_Perfil
Wilder Eduardo Castellanos Hernández. Ph.D.,Profesor Asistente - Consejero Académico,Ingeniería Electrónica,Facultad de Ingeniería,"Doctor en Telecomunicaciones y Máster en Tecnologías, Sistemas y Redes por la 
Universitat Politècnica de València
 (
UPV
), España. Especialista en Dirección de Empresas por la 
UPV
 y en Dirección Estratégica por la 
Universitat de València
 (
UV- España
). Graduado en Ingeniería Electrónica de la 
Universidad Industrial de Santander
 (
UIS
), Colombia.
Actualmente, soy profesor del Departamento de Electrónica de la 
Pontificia Universidad Javeriana
 (PUJ) en Bogotá, Colombia, y también formo parte del 
Grupo de Investigación de Sistemas de Comunicaciones 
(SISCOM) de la misma universidad.
Mis intereses de investigación incluyen la transmisión adaptativa de tráfico multimedia sobre redes inalámbricas mesh/ad hoc, arquitecturas de red con Calidad de Servicio (QoS) y las tecnologías y aplicaciones del Internet de las Cosas (IoT).","Doctorado, Doctor en Telecomunicación | Fecha de grado: | 02 jul 2015 | Especialización, Especialización en Dirección Estratégica | Fecha de grado: | 20 jun 2014 | Maestría, Magíster en Tecnologías, Sistemas y Redes de Comunicaciones | Fecha de grado: | 23 oct 2009 | Especialización, Especialista en Dirección de Empresas | Fecha de grado: | 20 jun 2008 | Pregrado, Ingeniero Electrónico | Fecha de grado: | 28 may 2002",https://perfilesycapacidades.javeriana.edu.co/es/persons/wecastellanos
"William Ricardo Rodríguez Dueñas, Ph.D.",Profesor Asociado,Ingeniería Electrónica,Facultad de Ingeniería,"William R. Rodriguez-Dueñas es Ingeniero Biomédico de la Corporación Universitaria de Ciencia y Desarrollo, Especialista en Bioingeniería de la Universidad Distrital Francisco José de Caldas en Bogotá, Colombia; Máster en Ingeniería Biomédica y Doctor en ingeniería de la Universidad de Zaragoza en España. Actualmente es profesor asistente del Departamento de electrónica en la Facultad de ingeniería de la Pontificia Universidad Javeriana en Bogotá. Sus investigaciones se han centrado en el desarrollo de tecnología para trabajar la voz alterada en niños con discapacidad, en tecnologías de asistencia y educación en ingeniería. Ha desarrollado diferentes proyectos de investigación en grupos interdisciplinarios con aplicaciones en salud, ingeniería e industria.","Doctorado, Doctorado En Ingenierías Transversales | Fecha de grado: | 20 dic 2010 | Maestría, Maestría En Ingeniería Biomédica | Fecha de grado: | 04 jun 2009 | Especialización, Especialización En Bioingeniería | Fecha de grado: | 15 ago 2003 | Pregrado, Ingeniería Biomédica | Fecha de grado: | 22 ago 2002",https://perfilesycapacidades.javeriana.edu.co/es/persons/rodriguezd-william
"Adriana del Pilar Diaz Manrique, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Adriana del Pilar Díaz Manrique se encuentra vinculada a la Pontificia Universidad Javeriana desde el año 2017 y actualmente es profesora Asistente del Departamento de Ingeniería Industrial. Desarrolla labores de docencia temas relacionados con pensamiento sistémico, sistemas organizacionales y simulación de sistemas sociales. Actualmente es la Directora de la Carrera de Ingeniería Industrial de la Universidad Javeriana en Bogotá. Hace parte del grupo de investigación ZENTECH y su investigación ha abordado temáticas relacionadas con el acceso a la educación superior, salud pública, dinámica de sistemas y análisis de redes sociales.","Doctorado, Doctora en Ingeniería | Fecha de grado: | 31 mar 2017 | Maestría, Magíster en Ingeniería. Área: Industrial | Fecha de grado: | 15 sept 2007 | Pregrado, Ingeniera Industrial | Fecha de grado: | 03 sept 2005",https://perfilesycapacidades.javeriana.edu.co/es/persons/adriana-diaz
"Adriano Cano Cuervo, Ph.D.",Profesor Asistente,Ingeniería Industrial,Facultad de Ingeniería,,,https://ingenieria.javeriana.edu.co/w/industrial-adriano-cano-cuervo?redirect=%2Fcuerpo-docente
"Alejandro García Rodríguez, Ph.D.",Profesor Asistente,Ingeniería Industrial,Facultad de Ingeniería,,,#
"Camilo Andrés Bayona Roa, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Para presentarme brevemente, soy investigador, profesor y emprendedor. Mi formación incluye un pregrado de 5 años y un M.Sc. en Ingeniería Mecánica. En 2017, completé un doctorado (Mecánica Computacional) en la Universidad Politécnica de Cataluña - Barcelona Tech. En términos generales, mis principales intereses académicos se encuentran en los campos de métodos computacionales para problemas aplicados, física computacional y computación de alto rendimiento.","Doctorado, Doctor en Análisis Estructural | Fecha de grado: | 18 dic 2017 | Maestría, Maestría en Ingeniería - Ingeniería Mecánica | Fecha de grado: | 12 abr 2012 | Pregrado, Ingeniero Mecánico | Fecha de grado: | 10 mar 2010",https://perfilesycapacidades.javeriana.edu.co/es/persons/ca_bayonar
"Carlos Eduardo Fúquene Retamoso, Ph.D.",Profesor Titular - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctor en Producción Más Limpia, Ecología Industrial y Desarrollo Sostenible | Fecha de grado: | 02 dic 2021 | Maestría, Master of Environmental Management | Fecha de grado: | 01 dic 1999 | Pregrado, Ingeniero Industrial | Fecha de grado: | 01 abr 1997",https://perfilesycapacidades.javeriana.edu.co/es/persons/cfuquene
"Carlos Eduardo Montoya Casas, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctor en Informática y Aplicaciones con Enfoque en Investigación de Operaciones | Fecha de grado: | 17 jul 2013 | Maestría, Magíster en Ingeniería. Área: Industrial | Fecha de grado: | 17 mar 2007 | Pregrado, Ingeniero Industrial | Fecha de grado: | 17 sept 2005",https://perfilesycapacidades.javeriana.edu.co/es/persons/c_montoya
"Christian Ricardo Zea Forero, MSc.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Christian Ricardo Zea Forero se encuentra vinculado a la Pontificia Universidad Javeriana desde el año 2011 y actualmente es profesor asistente del Departamento de Ingeniería Industrial. Desempeña sus labores de docencia en las carreras de Ingeniería Industrial, Ingeniería Mecánica y Bioingeniería. Sus actividades de investigación se encuentran vinculadas al área de Ergonomía y Factores Humanos.
Ha desarrollado diversas investigaciones en temas que tratan el desarrollo de la fuerza manual durante las actividades laborales con personas que pertenecen a diferentes sectores laborales como por ejemplo personal administrativo, conductores de vehículos y motocicletas, personas dedicadas a la manufactura, entre otros. En la actualidad se desempeña como director del laboratorio Centro de Estudios de Ergonomía de la Facultad de Ingeniería. Así mismo ha desempeñado labores de consultoría en empresas del sector de hidrocarburos, de alimentos, y de consultoría.
Los principales intereses de investigación del profesor incluyen procesos de manufactura específicamente procesos de mecanizado y de impresión 3D. También está interesado en la ejecución de proyectos de Ergonomía y Factores Humanos realizando trabajos de investigación en el desarrollo de capacidades físicas en la realización de actividades laborales.
El profesor ha publicado durante los últimos años artículos originales como resultados de los procesos de investigación en revistas indexadas. Ha sido revisor de en revistas de publicación nacional como Ciencia e Innovación de la Salud en temas relacionados con Ergonomía.","Maestría, Magíster en Ingeniería Industrial | Fecha de grado: | 03 sept 2011 | Pregrado, Ingeniero Mecánico | Fecha de grado: | 01 dic 2003",https://perfilesycapacidades.javeriana.edu.co/es/persons/crzea
"Clara Mabel Solano Vanegas, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"La ingeniera Clara Mabel Solano Vanegas se encuentra vinculada a la Pontificia Universidad Javeriana como profesora asociada del Departamento de Ingeniería Industrial.  Actualmente se desempeña como Jefe de la Sección de Gestión del Departamento.  En docencia es responsable de las asignaturas  Ingeniería de Mercados, Práctica Social Proyecto CDIO-3, en el pregrado del programa de Ingeniería Industrial, y a nivel de posgrado, en la Maestría de Ingeniería Industrial, en la asignatura de Seminario II.
Los temas de interés y por ende, de investigación son: Investigación de Mercados, Cadenas de Suministro Humanitarias y Mejoramiento de Procesos.","Doctorado, Doctora en Ingeniería | Fecha de grado: | 10 mar 2018 | Maestría, Magistra en Educación | Fecha de grado: | 13 mar 2009 | Especialización, Especialista en Mercadeo | Fecha de grado: | 01 nov 2001 | Pregrado, Ingeniero Industrial | Fecha de grado: | 01 oct 1992",https://perfilesycapacidades.javeriana.edu.co/es/persons/solano.c
"Clara Tatiana González Hidalgo, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctora en Ingeniería Química, Ambiental y de Procesos | Fecha de grado: | 25 sept 2013 | Maestría, Magíster en Ciencias Físicas | Fecha de grado: | 22 jul 2010 | Pregrado, Física | Fecha de grado: | 17 jul 2008",https://perfilesycapacidades.javeriana.edu.co/es/persons/gonzalezclara
"Daniel Ricardo Suárez Venegas, Ph.D.",Profesor Titular - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Doctor y magister en Ingeniería Biomédica de Delft University of Technology (Países Bajos), magister e ingeniero mecánico de la Universidad de Los Andes (Colombia). Actualmente se desempeña como Profesor Titular de la Facultad de Ingeniería de la Pontifica Universidad Javeriana, donde imparte catedra y participa en proyectos de R&D+i en empleando nuevas tecnologías y diseño de ingeniería, particularmente en salud global y biomecánica. Su interés también en la calidad de la educación tecnológica, siendo evaluador de programas para la ABET (EE.UU.) y coordinador fundador del capítulo de doctorados en ingeniería y afines de ACOFI (Colombia). Ha liderado la creación programas académicos incluyendo el Doctorado en Ciencia y Tecnología de Materiales, la Maestría en Bioingeniería y los pregrados en Ingeniería Mecánica y Bioingeniería en la U Javeriana, y ha trabajado como investigador para varias universidades y centros médicos en Países Bajos y Colombia. Orcid: 
https://orcid.org/0000-0001-6264-2250","Doctorado, Ph.D. en Ingeniería, | Delft University of Technology | Fecha de grado: | 25 ene 2011 | Maestría, Master of Science en Ingeniería Biomédica, | Delft University of Technology | Fecha de grado: | 01 sept 2006 | Maestría, Magister en Ingeniería Mecánica, | Universidad de los Andes Colombia | Fecha de grado: | 01 mar 2000 | Pregrado, Ingeniero Mecánico, | Universidad de los Andes Colombia | Fecha de grado: | 01 feb 1999",https://perfilesycapacidades.javeriana.edu.co/es/persons/d-suarez
"Darío Hidalgo Guerrero, Ph.D.",Profesor Notable - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctorado En Planeamiento De Transporte | Fecha de grado: | 21 mar 1997 | Maestría, Maestría En Planeamiento De Transporte | Fecha de grado: | 01 sept 1994 | Especialización, Especialización En Evaluación Social De Proyectos | Fecha de grado: | 03 jul 1992 | Pregrado, Ingeniería Civil | Fecha de grado: | 01 abr 1989",https://perfilesycapacidades.javeriana.edu.co/es/persons/dariohidalgo
"Eliana María González Neira, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Eliana María González Neira se encuentra vinculada a la Pontificia Universidad Javeriana desde el año 2009 y es profesora asociada del Departamento de Ingeniería Industrial. Actualmente desarrolla labores de docencia en los programas de Ingeniería Industrial y Maestría en Ingeniería Industrial en las temáticas de métodos cuantitativos, dirige trabajos de grado de pregrado y maestría en Ingeniería Industrial y desarrolla labores de investigación en métodos cuantitativos aplicados a la resolución de problemas de producción y logística en producción de bienes y servicios involucrando el análisis de estocasticidad de las variables de entrada.
Ha desarrollado diversas investigaciones en temas de programación de la producción en ambientes determinísticos y estocásticos, programación de la producción integrada con ruteo, programación de salas de cirugía en ambientes determinísticos y estocásticos, diseños experimentales para evaluar la efectividad de pruebas de entrenamiento en habilidades de laparoscopia, entre otros. Ha sido también coordinadora de trabajos de grado del programa de Ingeniería Industrial, jefe de la sección de Métodos Cuantitativos del Departamento de Ingeniería Industrial y líder del Semillero de Investigación de Operaciones en salud.
Sus principales intereses de investigación incluyen la investigación de operaciones aplicada a la solución de problemas de producción y logística y a problemas en salud.
Ha publicado un total de 25 artículos originales en revistas indexadas en SCOPUS o ISI, con más de 370 citas. Ha sido revisora de publicaciones científicas en varias revistas indexadas en SCOPUS e ISI tales como Computers and Operations Research, Computers and Industrial Engineering, Annals of Operations Research, Expert Systems with Applications, entre otras. Ha participado en la evaluación de tesis doctorales y de maestría en otras universidades del país y universidades del exterior. Finalmente, a nivel profesional, se desempeñó durante 5 años como Jefe de Logística en una empresa del sector óptico.","Doctorado, Doctora en Logística y Gestión de Cadenas de Suministros | Fecha de grado: | 12 dic 2018 | Maestría, Magistra en Ingeniería Industrial | Fecha de grado: | 03 sept 2011 | Pregrado, Ingeniera Industrial | Fecha de grado: | 28 ago 2004",https://perfilesycapacidades.javeriana.edu.co/es/persons/eliana.gonzalez
"Giovanna Rosa Fiorillo Obando, MSc.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Maestría, Master en Direccion Comercial y Marketing | Fecha de grado: | 01 dic 2001 | Pregrado, Ingeniero Industrial | Fecha de grado: | 01 dic 1991",https://perfilesycapacidades.javeriana.edu.co/es/persons/fiorillo
"Iván Fernando Mondragón Bernal, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Profesor Titular: Profesor titular en el departamento de Ingeniería Industrial de la Faculta de Ingeniería. Investigador y director Departamento de Ingenieria Industrial. Docencia en al área de tecnología dentro de los programas de Pregrado y Maestría en Ingeniería Industrial, Mecánicia, BioIngeniería y Electrónica (Sistemas de manufactura Flexible, Automatización, Factores Energéticos, Procesos Industriales, etc). Dirección y Participación en proyectos de investigación y consultoría realizados por el CTAI y el departamento de ingeniería Industrial. Investigación en el área de visión por computador aplicada a vehículos aéreos no tripulaods, sistemas de manufactura flexible e industria 4.0, realidad virtual, agricultura de precisión, robótica entre otros.","Doctorado, Doctor Europeo en Automática y Robótica | Fecha de grado: | 16 nov 2011 | Maestría, Magister en Ingeniería Electrónica y de Computadores | Fecha de grado: | 31 may 2005 | Pregrado, Ingeniero Electricista | Fecha de grado: | 11 oct 2002",https://perfilesycapacidades.javeriana.edu.co/es/persons/imondragon
"Jorge Andrés Alvarado Valencia, Ph.D.",Profesor Titular - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Soy un profesor universitario e investigador en los campos del procesamiento de lenguaje natural, inteligencia artificial y analítica de datos para negocios con un enfoque en ciencias cognitivas y 13 años de experiencia en gestión universitaria. Los logros y habilidades clave incluyen:
Desarrollar e implementar modelos analíticos y de inteligencia artificial útiles basados ​​en datos en un entorno altamente interdisciplinario.
Realizar investigaciones de vanguardia en el procesamiento del lenguaje natural (NLP) y ciencias cognitivas con un enfoque en los sentidos y las emociones, y la interacción humano-computadora con un enfoque en el pronóstico de la demanda con juicio humano.
Administrar equipos en universidades para cumplir con los objetivos académicos, presupuestales y educativos bajo restricciones de tiempo y recursos.
Tutoría y desarrollo de habilidades de personas en el campo de la ciencia de datos y la inteligencia artificial por medio de currículos formales y cursos de educación continua.","Doctorado, Doctor en Ingeniería | Fecha de grado: | 18 dic 2014 | Maestría, Master of Science in Analytics | Fecha de grado: | 01 may 2009 | Maestría, Magister en Educación | Fecha de grado: | 01 mar 2006 | Pregrado, Ingeniero Industrial | Fecha de grado: | 01 abr 1997",https://perfilesycapacidades.javeriana.edu.co/es/persons/jorge.alvarado
"Jorge Andrés Macías Quintero, M.Sc.",Profesor Instructor,Ingeniería Industrial,Facultad de Ingeniería,,"Pregrado, Ingeniería Mecánica | Fecha de grado: | 20 ago 2011",https://perfilesycapacidades.javeriana.edu.co/es/persons/maciasjo
"Juan Camilo Acosta Mejía, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctor en Ciencias Mecánicas, Acústica, Electrónica y Robótica | Fecha de grado: | 11 ene 2012 | Maestría, Magíster en Ciencias de la Ingeniería | Fecha de grado: | 16 dic 2010 | Pregrado, Ingeniero Electrónico | Fecha de grado: | 10 nov 2006",https://perfilesycapacidades.javeriana.edu.co/es/persons/acosta.juanc
"Juan Carlos García Díaz, Ph.D.",Profesor Temporal - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,,https://perfilesycapacidades.javeriana.edu.co/es/persons/jgarcia.d
"Lope Hugo Barrero Solano, Sc.D.",Profesor Titular - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctor of Sciencie in Environmental Health Concentrating in Exposure, Epidemiology and Risk | Fecha de grado: | 07 jun 2007 | Maestría, Master of Science in Enviromental Health | Fecha de grado: | 01 jun 2004 | Pregrado, Ingeniero Industrial | Fecha de grado: | 01 dic 1998",https://perfilesycapacidades.javeriana.edu.co/es/persons/lopehugo
Luis Andrés Saavedra Robinson. Ph.D.,Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Ingeniero Industrial por la Pontificia Universidad Javeriana (Bogotá, Colombia) y Doctor en Administración y Dirección de Empresas con énfasis en Ergonomía por la Universitat Politècnica de Catalunya - UPC (Barcelona, España). Actualmente es profesor asociado en la Facultad de Ingeniería de la Pontificia Universidad Javeriana, donde imparte clases y participa en proyectos centrados en la relación entre los procesos industriales, los métodos y la productividad con las condiciones ergonómicas en el lugar de trabajo en varios sectores: flores, automoción, caña de azúcar, construcción, alimentación y transporte, entre otros. Su interés también está relacionado con la calidad de la educación. Como profesor, fue director del grado en Ingeniería Industrial, donde dirigió la acreditación internacional ABET para el programa académico, coordinó el rediseño del plan de estudios y participó en las redes nacionales de ingeniería industrial (ACOFI). Su trabajo reciente tiene como objetivo relacionar los factores humanos con las nuevas tendencias en la industria (modelización humana en entornos industriales, industria 5.0, logística entre otros).","Doctorado, Doctor en Administración y Dirección de Empresas | Fecha de grado: | 30 sept 2013 | Pregrado, Ingeniero Industrial | Fecha de grado: | 09 abr 2005",https://perfilesycapacidades.javeriana.edu.co/es/persons/l.saavedra
"Luisa Fernanda Posada Uribe, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctora en Biotecnología | Fecha de grado: | 28 jun 2017 | Maestría, Magíster en Ciencias - Biotecnología | Fecha de grado: | 27 ago 2012 | Pregrado, Ingeniero de Procesos | Fecha de grado: | 13 dic 2007",https://perfilesycapacidades.javeriana.edu.co/es/persons/luisaf_posada
"Luz Marlen Ahumada Castro, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Luz Marlen Ahumada se encuentra vinculada a la Pontificia Universidad Javeriana desde el año 2024 y actualmente es profesora asistente del Departamento de Ingeniería Industrial. Desarrolla labores de docencia en los programas académicos de Ingeniería Industrial e Ingeniería Mecartrónica, y de investigación en el campo de los combustibles y la dinámica computacional de fluidos.
Ha desarrollado investigaciones en temas de transformaciones de la energía, nuevos energéticos, combustibles y modelos de cambio de fase en redes de gas natural en el sector oil&gas. 
Los principales intereses de investigación de la profesora incluyen: combustibles tradicionales y de origen renovable, licuefacción de gases y simulación computacional de fenomenos de transporte.
La profesora posee 1 patente de invención de un sistema de enfriamiento y licuefacción de gases en Colombia y Perú, 4 softwares numéricos de resolución de ecuaciones con métodos de discretización de alto orden, y artículos científicos en los temas mencionados con anterioridad.","Doctorado, Doctora en Ingeniería Mecánica | Fecha de grado: | 22 sept 2023 | Maestría, Magíster en Ingeniería Mecánica | Fecha de grado: | 11 mar 2016 | Pregrado, Ingeniero Mecánico | Fecha de grado: | 13 dic 2013",https://perfilesycapacidades.javeriana.edu.co/es/persons/lm-ahumadac
"Martha Helena Carrillo Ramírez, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctora en La Realidad Empresarial: Un Análisis Multidisciplinar | Fecha de grado: | 17 sept 2012 | Especialización, Especialista en Logistica Integral | Fecha de grado: | 01 oct 2000 | Maestría, Master en Logística Integral | Fecha de grado: | 01 oct 2000 | Especialización, Especialista en Sistemas Gerenciales de Ingeniería | Fecha de grado: | 01 ago 1996 | Pregrado, Ingeniero Industrial | Fecha de grado: | 01 dic 1990",https://perfilesycapacidades.javeriana.edu.co/es/persons/mcarrill
"Martha Patricia Caro Gutiérrez, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Profesora Asociada del Departamento de Ingeniería Industrial y Líder del grupo de investigación Centro de Estudios de Ergonomía de la misma Universidad. 
Con experiencia en Docencia, Investigación y Consultoría en ergonomía cognitiva aplicada a Salud y Logística en empresas del sector Salud, Hidrocarburos y Alimentos. 
Amplia experiencia en diseño de entrenamiento, evaluación de habilidades cognitivas, modelos cognitivos en tareas industriales y de servicios.","Doctorado, Doctora en Ingeniería | Fecha de grado: | 10 mar 2018 | Especialización, Especialista en Logistica Integral | Fecha de grado: | 01 dic 2000 | Maestría, Master en Logística Integral | Fecha de grado: | 01 sept 2000 | Pregrado, Ingeniero Industrial | Fecha de grado: | 01 dic 1990",https://perfilesycapacidades.javeriana.edu.co/es/persons/mpcaro
"Nicolás Rincón García, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,,"Doctorado, Doctor en Ingeniería Industrial | Fecha de grado: | 23 jun 2016 | Maestría, Master in Logistics and Supply Chain Management | Fecha de grado: | 09 oct 2008 | Pregrado, Ingeniero Industrial | Fecha de grado: | 09 abr 2005",https://perfilesycapacidades.javeriana.edu.co/es/persons/nicolas.rincon
"Oscar David Barrera Ferro, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"My work falls on the applied side of operational research, focusing on the development and implementation of predictive and prescriptive models to support decision-making in the healthcare sector. Over the past fifteen years, I have worked on resource planning and scheduling, the evaluation of public programs and policies, and the design of early warning systems, among others. My research seeks to bridge methodological rigor and real-world impact, ensuring that analytical tools are both technically sound and practically relevant. Methodologically, I am particularly interested in integrating operations research, process mining, and artificial intelligence approaches to better understand care pathways and improve system performance. Throughout my career, I have collaborated closely with institutions responsible for healthcare administration and service delivery in Colombia, engaging in projects aimed at strengthening planning, evaluation, and decision-support capabilities.","Doctorado, Doctor of Philosophy | Fecha de grado: | 17 oct 2022 | Maestría, Magíster en Ingeniería. Área: Industrial | Fecha de grado: | 26 mar 2011 | Pregrado, Ingeniero Industrial | Fecha de grado: | 15 abr 2009",https://perfilesycapacidades.javeriana.edu.co/es/persons/barrera-o
"Oscar Fernando Sánchez Medina, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"I am a Chemical Engineer and Pharmaceutical Chemist with a robust background in teaching and research. I currently serve as a faculty in the Department of Industrial Engineering at Pontificia Universidad Javeriana, with a focus on the Bioengineering program.
My research lies at the intersection of chemical engineering and bioengineering, emphasizing biotechnological, pharmaceutical, and environmental processes. I have expertise in epigenetics, neurodegenerative disorders, inborn errors of metabolism, and environmental toxicology. Additionally, I have conducted studies on the in vitro evaluation of neuroprotection and antineoplastic effects of plant extracts.","Doctorado, Doctorate In Philosophy | Fecha de grado: | 04 ago 2017 | Maestría, Master Of Science In Chemical Engineering | Fecha de grado: | 20 dic 2014 | Maestría, Maestría En Ingeniería - Ingeniería Química | Fecha de grado: | 15 sept 2006 | Pregrado, Química Farmacéutica | Fecha de grado: | 21 mar 2002 | Pregrado, Ingeniería Química | Fecha de grado: | 04 jun 1999 | Palabras clave | Q Science | Bioengineering | Biosensor | Bioremediation | Bioprocess | Pharmacy | T Technology | Epigenetics | Chemical Processes",https://perfilesycapacidades.javeriana.edu.co/es/persons/oscar_sanchezm
"Raúl Fabián Roldán Nariño, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Raúl F. Roldán is PhD by the Mondragon Unibertsitatea in Spain. He studied a PhD in the Research Group Intelligent Systems and Distributed. Raúl Roldán has been affiliated with Pontificia Universidad Javeriana since 2018 and currently serves as an Assistant Professor in the Department of Industrial Engineering. He is actively engaged in teaching within the Industrial Engineering program and conducts research in the fields of operations research, process simulation, and logistics applications. His research efforts have focused on operations research with specific applications in the logistics sector, where he has also served as Head of the Operations Research section within the Department of Industrial Engineering. His primary research interests lie in the advanced utilization of industrial engineering tools within logistics contexts. Dr. Roldán boasts a distinguished academic record, having authored numerous original articles published in reputable international peer-reviewed journals, garnering over 120 citations. He further contributes to the scholarly community as a reviewer for journals specializing in operations research.","Doctorado, Doctor en Ingeniería Mecánica y Energía Eléctrica | Fecha de grado: | 29 jun 2016",https://perfilesycapacidades.javeriana.edu.co/es/persons/rroldan
"Ricardo Abad Barros Castro, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería Industrial,Facultad de Ingeniería,"Doctor in Engineering, Master of Industrial Engineering, and Industrial Engineer from the Universidad de los Andes, Bogotá (Colombia), expert in systemic methodologies for organizational intervention. His academic interests include systems thinking, diagnosis, organizational design and learning, collaborative learning, ICT integration and engineering education, conflict management and peacebuilding, and organizational strategy, among others. He has teaching experience in various undergraduate and graduate courses related to organizational management and systems thinking. His research experience includes organizational intervention projects using systemic methodologies and projects focused on the effectiveness of teaching and learning strategies in engineering. He also has managerial experience directing undergraduate and graduate academic units and institutional academic projects. He maintains a network of researchers in Colombia, Chile, and the United Kingdom and has a substantial number of publications and presentations in internationally recognized journals and conferences on the aforementioned topics.","Doctorado, Doctor en Ingeniería | Fecha de grado: | 05 abr 2013",https://perfilesycapacidades.javeriana.edu.co/es/persons/ricardo-barros
"Alexandra Pomares Quimbaya, Ph.D.",Profesor Titular,Ingeniería de Sistemas,Facultad de Ingeniería,"Ing. Alexandra Pomares Quimbaya, Ph.D.
 es Directora de Investigación y Profesora Titular en la Pontificia Universidad Javeriana, en Bogotá, Colombia. A lo largo de su trayectoria ha trabajado en inteligencia de negocios, analítica e integración de datos en ámbitos académicos, de investigación y consultoría. Actualmente se enfoca en fortalecer las capacidades de investigación en Colombia y la región, y en el análisis de datos no estructurados mediante técnicas de procesamiento de lenguaje natural y algoritmos de aprendizaje automático.
Es presidenta del Comité de Cultura y Desarrollo Digital de la Universidad, desde donde impulsa iniciativas institucionales para promover la toma de decisiones basada en datos y la adopción responsable de tecnologías digitales. Sus intereses de investigación incluyen la inteligencia artificial y sus aplicaciones en la investigación, particularmente el uso de IA para mejorar los flujos de trabajo científicos, optimizar el análisis de información compleja y apoyar la generación de evidencia.
Ha sido investigadora visitante en la Medical University of Graz (Austria), Aalborg University (Dinamarca) y la Universidad de Jaén (España). Es ingeniera de sistemas de la Pontificia Universidad Javeriana, magíster en Ingeniería de Sistemas y Computación de la Universidad de los Andes, doctora en Ingeniería de la Universidad de los Andes (Colombia) y doctora en Ciencias de la Computación de la Universidad de Grenoble (Francia).","Doctorado, Doctora en Ingenieria | Fecha de grado: | 25 sept 2010 | Doctorado, Doctorado en Informática | Fecha de grado: | 26 jul 2010 | Maestría, Magister en Ingenieria de Sistemas y Computacion | Fecha de grado: | 01 mar 2006 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 01 dic 1999",https://perfilesycapacidades.javeriana.edu.co/es/persons/alexandra-pomares-quimbaya
"Andrea del Pilar Rueda Olarte, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,Andrea Rueda-Olarte se encuentra vinculada a la Pontificia Universidad Javeriana desde el año 2013 y actualmente es profesora asociada de Departamento de Ingeniería de Sistemas. Desarrolla labores de docencia en Ingeniería de Sistemas y de investigación en el campo de procesamiento y análisis de imágenes médicas.,"Doctorado, Doctora en Ingeniería | Fecha de grado: | 13 sept 2013 | Maestría, Magíster en Ingeniería de Sistemas | Fecha de grado: | 15 jul 2008 | Pregrado, Ingeniería de Sistemas | Fecha de grado: | 21 abr 2006",https://perfilesycapacidades.javeriana.edu.co/es/persons/rueda-andrea
